Id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,category
13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,4,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,55,0,2,0,0,2,5,9,0,2,4,3,0,3,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,5,0,0,0,0,0,0,0,0,122,8
14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,20,0,1,0,0,0,0,0,1,0,0,0,10,0,4,1,0,0,0,0,9,0,13,0,2,0,0,0,7,0,0,0,0,0,4,0,0,0,1,0,0,0,3,18,0,7,6,4,149,0,0,17,5,0,2,2,0,2,0,271,0,3,0,0,0,36,135,1,9,2,2,0,4,1,259,0,0,87,0,0,0,0,1,1,0,0,10,2,6,5,0,9,0,0,0,0,80,0,0,0,830,8
15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,17,0,1,0,0,0,0,0,1,0,0,0,10,0,4,1,0,0,0,0,9,0,13,0,1,0,0,0,7,0,0,0,0,0,4,0,0,0,1,0,0,0,2,18,0,7,7,4,130,0,0,18,3,0,1,2,0,2,0,262,0,3,0,0,0,38,132,1,10,2,2,0,4,1,257,0,0,59,0,0,0,0,1,1,0,0,10,2,6,5,0,9,0,0,0,0,80,0,0,0,790,8
16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,5,41,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,49,0,6,4,0,143,0,0,14,0,0,0,2,0,2,0,133,0,3,0,0,0,60,96,0,4,0,0,0,3,1,242,0,0,0,0,0,0,0,51,46,0,0,0,2,4,4,0,5,0,0,0,0,36,0,0,0,645,8
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,7,0,0,0,1,0,1,0,32,0,1,0,0,0,0,14,0,0,0,0,0,2,1,7,0,0,2,0,0,0,0,0,0,0,1,0,3,1,2,0,1,0,0,0,0,0,0,0,0,95,9
18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,48,0,6,2,0,7,0,0,14,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,3,0,0,0,3,1,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,3,0,5,0,0,0,0,36,0,0,0,640,8
19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,4,0,0,0,0,0,4,0,0,0,19,0,1,3,0,0,0,0,1,0,13,1,0,0,0,0,51,0,0,0,0,0,8,0,0,0,0,0,0,0,2,57,0,16,3,1,27,0,0,24,0,0,1,2,1,4,0,192,0,5,0,0,0,33,209,0,0,0,0,0,5,1,497,0,0,10,0,0,0,0,0,0,0,1,0,8,4,5,0,7,0,0,1,0,78,0,6,0,1103,0
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,40,0,0,0,8,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,132,0,0,10,0,0,0,0,0,1,0,34,0,1,0,0,0,43,10,0,2,0,0,0,1,1,9,0,0,0,0,0,0,0,45,42,0,0,0,2,4,3,0,2,0,0,0,0,0,0,0,0,117,8
21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,0,10,0,0,0,0,0,1,0,26,0,1,0,0,0,2,10,0,1,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,94,8
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,12,0,7,1,0,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,6,0,0,0,0,0,1,0,112,0,3,0,0,0,7,25,0,0,0,0,0,3,1,18,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,6,0,0,8,0,225,0,5,0,247,10
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,28,9,0,30,0,3,0,4,5,13,0,2,0,34,0,18,3,0,0,0,5,17,0,48,217,0,0,0,0,34,0,0,210,0,0,12,0,0,0,1,0,0,0,10,91,0,37,8,12,210,0,3,66,12,0,1,5,0,2,0,253,0,5,0,0,2,158,299,3,12,3,3,0,6,1,517,10,1,62,11,0,17,7,14,7,0,0,4,14,26,8,0,16,10,0,0,0,108,0,0,389,1305,8
24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,0,0,9,0,0,0,0,0,1,0,26,0,1,0,0,0,2,10,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,90,8
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,0,9,3,0,0,0,0,0,0,455,0,0,28,1,47,0,453,4,0,0,0,4,46,0,10,20,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,8,19,0,2,48,12,0,0,1,2,10,0,455,0,13,2,0,0,3684,1343,0,0,1,1,0,15,1,2153,0,0,0,0,0,0,1,0,0,0,0,70,4,0,3639,0,35,0,0,0,0,486,0,0,0,6175,2
26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,10,0,5,56,0,0,0,2,6,2,3,0,0,0,0,0,0,0,0,26,0,0,4,0,0,0,0,0,0,0,1,1,0,6,0,6,3,0,3,14,0,0,2,0,3,1,0,95,0,2,0,0,0,14,511,1,0,2,1,1,3,1,534,0,0,0,1,0,0,1,0,0,0,0,14,2,0,55,0,5,1,0,8,0,65,0,5,0,1333,10
27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,14
28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,13
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,6,0,9,8,0,2,0,8,0,3,84,9,0,6,0,62,0,72,12,0,0,0,15,19,10,12,653,1,0,0,6,0,0,0,2308,0,0,7,0,2,0,0,0,0,0,4,16,0,26,6,20,12,0,13,60,20,0,16,1,6,9,0,502,0,12,0,51,1,126,768,2,2,4,2,6,13,1,801,0,0,0,131,69,2,16,1,0,0,0,59,16,0,7,0,24,137,0,40,0,391,0,25,0,5034,10
30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,48,0,6,1,0,7,0,0,13,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,2,0,0,0,3,1,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,3,0,5,0,0,0,0,36,0,0,0,636,8
31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,7,4,0,0,0,0,0,0,0,2,0,0,0,13,0,0,1,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,3,0,5,2,0,25,0,0,18,0,0,0,0,0,0,0,133,0,3,0,0,0,25,136,1,2,0,0,0,3,1,307,0,0,6,0,0,0,0,0,0,0,0,0,6,1,1,0,8,0,0,0,0,42,0,0,0,660,8
32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,21,0,1,0,0,0,0,0,1,0,0,0,10,0,4,1,0,0,0,0,8,0,13,0,2,0,0,0,7,0,0,0,0,0,4,0,0,0,1,0,0,0,3,19,0,7,8,4,156,0,0,18,6,0,2,2,0,2,0,276,0,3,0,0,0,37,137,1,10,2,2,0,4,1,260,0,0,99,0,0,0,0,1,1,0,0,10,2,6,5,0,9,0,0,0,0,80,0,0,0,853,8
33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,26,0,1,0,0,0,0,11,0,0,0,0,0,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,100,8
34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,0,2,33,0,2,3,2,0,1,0,1,0,2,0,18,0,6,2,0,0,0,5,8,0,11,0,0,0,0,1,1,0,0,69,0,0,73,64,0,0,0,0,0,0,3,4,0,8,5,10,8,0,6,31,10,0,8,0,3,1,0,204,0,4,0,0,0,44,493,3,1,2,1,3,5,1,288,0,0,4,4,0,1,2,0,0,0,0,18,7,0,5,0,8,4,0,0,0,234,0,0,0,133,3
35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,0,8,0,0,1,1,0,1,0,26,0,1,0,0,0,0,14,0,0,0,0,0,1,1,7,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,93,12
36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,48,0,6,4,0,7,0,0,14,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,4,0,0,0,3,1,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,3,0,5,0,0,0,0,36,0,0,0,643,8
37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,48,0,6,1,0,7,0,0,13,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,2,0,0,0,3,1,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,2,0,5,0,0,0,0,36,0,0,0,635,8
38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,48,0,6,6,0,7,0,0,15,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,6,0,0,0,3,1,242,0,0,0,0,0,0,0,1,1,0,0,0,4,4,4,0,5,0,0,0,0,36,0,0,0,651,8
39,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,2,0,2,0,0,8,0,0,0,1,0,1,0,27,0,1,0,0,0,1,17,0,1,0,0,0,1,1,9,0,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,0,187,8
40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,9,0,0,0,0,0,1,0,30,0,1,0,0,0,0,10,0,1,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,87,13
41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,6,0,0,0,0,0,0,1,0,0,9,0,13,0,12,193,0,0,0,0,4,0,13,1,4,0,0,0,20,0,0,0,0,0,15,45,8,0,0,0,0,0,1,41,0,36,2,1,26,0,0,27,4,0,1,2,0,1,0,206,0,3,0,0,0,238,303,1,43,0,0,0,3,1,309,0,0,30,0,0,0,0,7,0,0,0,21,8,2,110,0,6,0,0,0,0,42,0,0,0,1140,12
42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,9,0,0,0,0,0,1,0,34,0,1,0,0,0,15,10,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,14,14,0,0,0,2,4,2,0,2,0,0,0,0,0,0,0,0,100,8
43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,0,1,1,0,1,0,0,0,2,0,9,0,12,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,64,0,0,4,0,0,0,0,0,0,0,1,4,0,6,0,8,5,0,8,6,1,0,2,0,3,0,0,105,0,2,0,0,0,24,101,1,0,4,5,4,3,1,60,0,0,0,3,0,0,1,0,0,0,0,15,8,0,1,0,3,4,0,0,0,62,0,0,0,501,3
44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,2,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,47,0,6,4,0,7,0,0,14,0,0,0,2,0,2,0,133,0,3,0,0,0,16,96,0,5,0,0,0,3,1,242,0,0,0,0,0,0,0,2,2,0,0,0,2,4,2,0,5,0,0,0,0,36,0,0,0,642,8
45,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,2,0,0,8,0,0,1,1,0,1,0,26,0,1,0,0,0,0,14,0,0,0,0,0,1,1,7,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,93,12
46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,15,0,11,2,0,0,0,3,5,2,2,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,1,3,0,6,0,6,5,0,3,8,0,0,0,0,3,2,0,132,0,3,0,0,0,18,36,1,0,2,1,0,4,1,41,0,0,0,2,0,1,3,0,0,0,0,0,4,0,0,0,6,1,0,8,0,245,0,5,0,256,10
47,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,1,49,0,6,5,0,7,0,0,14,0,0,0,2,0,2,0,133,0,3,0,0,0,15,96,0,4,0,0,0,3,1,242,0,0,0,0,0,0,0,1,1,0,0,0,2,4,2,0,5,0,0,0,0,36,0,0,0,644,8
